system:index,Count,DOY,Year,.geo,,,,,,,,,,,,,,,,,,,,,
9_19,247,217.5055801,2013,,,,,,,,,,,,,,,,,,,,,,
9_20,209.1254902,220.5893455,2013,,,,,,,,,,,,,,,,,,,,,,
9_21,163,223.4505018,2013,,,,,,,,,,,,,,,,,,,,,,
9_22,122,226.3234129,2013,,,,,,,,,,,,,,,,,,,,,,
9_23,82,229.5572062,2013,,,,,,,,,,,,,,,,,,,,,,
9_24,63,232.2838511,2013,,,,,,,,,,,,,,,,,,,,,,
9_25,31,235.3459109,2013,,,,,,,,,,,,,,,,,,,,,,
9_26,23,238.3247881,2013,,,,,,,,,,,,,,,,,,,,,,
9_27,22,241.5081385,2013,,,,,,,,,,,,,,,,,,,,,,
9_28,15,244.40285,2013,,,,,,,,,,,,,,,,,,,,,,
9_29,9,247.4505864,2013,,,,,,,,,,,,,,,,,,,,,,
10_0,2,154.9745833,2014,,,,,,,,,,,,,,,,,,,,,,
10_1,1,156.0083691,2014,,,,,,,,,,,,,,,,,,,,,,
10_2,1,159.7755045,2014,,,,,,,,,,,,,,,,,,,,,,
10_3,10,163.3726611,2014,,,,,,,,,,,,,,,,,,,,,,
10_4,11,166.113659,2014,,,,,,,,,,,,,,,,,,,,,,
10_5,21,169.6096564,2014,,,,,,,,,,,,,,,,,,,,,,
10_6,36,172.5369222,2014,,,,,,,,,,,,,,,,,,,,,,
10_7,51,175.6616021,2014,,,,,,,,,,,,,,,,,,,,,,
10_8,68,178.5829369,2014,,,,,,,,,,,,,,,,,,,,,,
10_9,106,181.6551158,2014,,,,,,,,,,,,,,,,,,,,,,
10_10,138,184.5444203,2014,,,,,,,,,,,,,,,,,,,,,,
10_11,223,187.6173756,2014,,,,,,,,,,,,,,,,,,,,,,
10_12,280.172549,190.5959414,2014,,,,,,,,,,,,,,,,,,,,,,
10_13,304,193.6105037,2014,,,,,,,,,,,,,,,,,,,,,,
10_14,341,196.5070831,2014,,,,,,,,,,,,,,,,,,,,,,
10_15,382,199.5668971,2014,,,,,,,,,,,,,,,,,,,,,,
10_16,438,202.4752341,2014,,,,,,,,,,,,,,,,,,,,,,
10_17,385,205.564121,2014,,,,,,,,,,,,,,,,,,,,,,
10_18,396,208.4788676,2014,,,,,,,,,,,,,,,,,,,,,,
10_19,376,211.503021,2014,,,,,,,,,,,,,,,,,,,,,,
10_20,319,214.3505058,2014,,,,,,,,,,,,,,,,,,,,,,
10_21,247,217.5072099,2014,,,,,,,,,,,,,,,,,,,,,,
10_22,203,220.5202642,2014,,,,,,,,,,,,,,,,,,,,,,
10_23,180,223.329128,2014,,,,,,,,,,,,,,,,,,,,,,
10_24,127,226.372198,2014,,,,,,,,,,,,,,,,,,,,,,
10_25,89,229.4612044,2014,,,,,,,,,,,,,,,,,,,,,,
10_26,75,232.2514226,2014,,,,,,,,,,,,,,,,,,,,,,
10_27,49,235.4510314,2014,,,,,,,,,,,,,,,,,,,,,,
10_28,26,238.2304569,2014,,,,,,,,,,,,,,,,,,,,,,
10_29,26,241.4578761,2014,,,,,,,,,,,,,,,,,,,,,,
10_30,20,244.1328997,2014,,,,,,,,,,,,,,,,,,,,,,
10_31,19,247.5804184,2014,,,,,,,,,,,,,,,,,,,,,,
